,website,in_sfdc
11971,yourfix.co.uk,False
11972,yourfootballgifts.co.uk,False
11973,yourgardensuperstore.co.uk,False
11974,yourhealthstore.co.uk,False
11975,yourhomeyourworld.co.uk,False
11976,yourhouseyourhome.co.uk,False
11977,yourlocket.co.uk,False
11978,yourmilechallenge.co.uk,False
11979,yourpersonalstylist.uk,False
11980,yourplacetostay.co.uk,False
11981,yourschoolsmerchandise.co.uk,False
11982,yourschooluniformshop.co.uk,False
11983,yourspacerace.co.uk,False
11984,yourstyleoutlet.co.uk,False
11985,yourstylish.co.uk,False
11986,yourtribe.co.uk,False
11987,yourtruebeauty.co.uk,False
11988,youthsportnutrition.co.uk,True
11989,yoyelo.co.uk,False
11990,yoyome.co.uk,False
11991,yrstudio.co.uk,False
11992,yull.co.uk,True
11993,yuneek.co.uk,False
11994,yunikwatches.co.uk,False
11995,yuunique.co.uk,False
11996,yuvape.co.uk,False
11997,yvettemiller.co.uk,False
11998,yvonnehendersonjewellery.co.uk,False
11999,yxnyvng.co.uk,False
12000,creategiftlove.co.uk,True
12001,creativelycurious.co.uk,False
12002,cribstar.co.uk,False
12003,crimsonjewellery.co.uk,False
12004,crimsonprincess.co.uk,False
12005,crispbranding.co.uk,True
12006,crispinsshoes.co.uk,False
12007,criticalkit.co.uk,False
12008,crockerydirect.co.uk,False
12009,croftonandhall.co.uk,False
12010,crojack.co.uk,False
12011,crombiesartisanbutchers.co.uk,False
12012,crookedimaging.co.uk,True
12013,crosbybakehouse.co.uk,False
12014,crosbycoffee.co.uk,True
12015,crossammo.co.uk,False
12016,crossby.co.uk,False
12017,crosscheckclothing.co.uk,True
12018,crossovertec.co.uk,False
12019,crowdhype.co.uk,False
12020,crownandglory.co.uk,True
12021,crownbrush.co.uk,True
12022,crownbury.co.uk,False
12023,crownedkings.co.uk,False
12024,crowth.co.uk,False
12025,crowvery.co.uk,False
12026,crubag.co.uk,True
12027,cruisetech.co.uk,True
12028,crumpler.co.uk,True
12029,crushandcove.co.uk,False
12030,crushedcandy.co.uk,False
12031,crushedit.uk,False
12032,crushitcbd.co.uk,False
12033,cruzculture.co.uk,True
12034,cryotag.co.uk,False
12035,crystal-silver.co.uk,False
12036,crystal-smile.co.uk,True
12037,crystal-spring.co.uk,False
12038,crystalboutiquearmagh.co.uk,False
12039,crystalclearcleanse.co.uk,False
12040,crystalcm.co.uk,False
12041,crystalglow.co.uk,False
12042,crystalharmonyuk.co.uk,True
12043,crystalhaven.co.uk,False
12044,crystalnation.co.uk,False
12045,crystalphotocubes.co.uk,False
12046,crystalsncreations.co.uk,False
12047,crystalspring.co.uk,False
12048,crystalum.co.uk,False
12049,crystalunique.co.uk,False
12050,crystalyarn.co.uk,False
12051,crystalyonitemple.co.uk,False
12052,cskwraps.uk,False
12053,csrclothing.co.uk,False
12054,ctgardens.co.uk,False
12055,ctilesoutlet.co.uk,False
12056,ctrlenergy.co.uk,False
12057,ctsradios.co.uk,True
12058,cubitthouseathome.co.uk,False
12059,cuccoli.co.uk,False
12060,cucino.co.uk,False
12061,cuckoocollections.co.uk,False
12062,cuddleco.co.uk,True
12063,cuddledown.co.uk,False
12064,cudli.co.uk,False
12065,culcharge.co.uk,False
12066,cultcollection.co.uk,False
12067,cultureville.co.uk,False
12068,culturexii.co.uk,False
12069,cwct.co.uk,False
12070,ketchuponeverything.co.uk,False
12071,ketofire.co.uk,False
12072,kevinhinton.co.uk,False
12073,kewicosmetics.co.uk,False
12074,key-expressions.co.uk,False
12075,keyboardspecialists.co.uk,False
12076,kfdjewellery.co.uk,False
12077,khaiscakehaus.co.uk,False
12078,khanaprep.co.uk,False
12079,khase.co.uk,False
12080,khzari.co.uk,False
12081,kickdraw.co.uk,False
12082,kickdrop.co.uk,False
12083,kickfootwear.co.uk,False
12084,kickgame.co.uk,False
12085,kickmotion.co.uk,False
12086,kickplastic.co.uk,False
12087,kicksnotif.co.uk,False
12088,kickx.co.uk,False
12089,kid-bay.co.uk,False
12090,kidchen.co.uk,False
12091,kiddimoto.co.uk,True
12092,kiddoorganic.co.uk,False
12093,kiddymania.co.uk,True
12094,kidground.co.uk,False
12095,kidprooftech.co.uk,False
12096,kidsbikeshop.co.uk,False
12097,kidscars.co.uk,False
12098,kidscarstore.co.uk,False
12099,kidsessentialsuk.co.uk,False
12100,kidsfitnesscentre.co.uk,False
12101,kidsfitnesstracker.co.uk,False
12102,kidsoclock.co.uk,False
12103,kidsracing.co.uk,True
12104,kidsrideshotgun.co.uk,False
12105,kidsshoesdirect.co.uk,False
12106,kidswholesale.co.uk,True
12107,kidvicious.co.uk,False
12108,kidzmotion.co.uk,False
12109,kidzonfleek.co.uk,False
12110,kiht.co.uk,False
12111,kik.co.uk,False
12112,kikagifts.co.uk,False
12113,kikii.co.uk,False
12114,kikilondon.co.uk,False
12115,kikimassage.co.uk,False
12116,kikiprints.co.uk,False
12117,kikiscandles.co.uk,False
12118,kikispet.co.uk,False
12119,kildalemarine.co.uk,False
12120,kilim-shop.co.uk,False
12121,killavapes.co.uk,False
12122,killercoutureclothing.co.uk,False
12123,killerloopflyfishing.co.uk,False
12124,killhousecqb.co.uk,False
12125,kilogarm.co.uk,False
12126,kiltjacket.co.uk,False
12127,kimbeau.co.uk,True
12128,kimberleyrosestudio.co.uk,False
12129,kimikobrand.co.uk,False
12130,kimminchin.co.uk,False
12131,kimmyshomemadegifts.co.uk,False
12132,venomhybridturbos.co.uk,False
12133,ventsense.co.uk,False
12134,venturescents.co.uk,False
12135,verasano.co.uk,False
12136,verdantalchemy.co.uk,False
12137,verdureplus.co.uk,False
12138,verifiedsupercars.co.uk,False
12139,verityanne.co.uk,False
12140,veroamoreinteriors.co.uk,False
12141,verona-collection.co.uk,False
12142,verticalgroove.co.uk,False
12143,vertuebox.co.uk,False
12144,veryspexy.co.uk,False
12145,verystylishgirl.co.uk,False
12146,vesabeauty.co.uk,False
12147,vetzpetz.co.uk,False
12148,vevere.co.uk,True
12149,vexedapparel.co.uk,False
12150,vezavi.uk,False
12151,vfm-homeliving.co.uk,False
12152,vfuel.co.uk,False
12153,vhs2digital.co.uk,False
12154,viadina.co.uk,False
12155,vialia.co.uk,False
12156,viatheocean.co.uk,False
12157,vibesupplies.co.uk,False
12158,vibram-birmingham.co.uk,False
12159,vicereversa.co.uk,False
12160,vickieheaney.co.uk,False
12161,vickiliciousdesigns.co.uk,False
12162,victoriaarmstrong.co.uk,False
12163,victoriacole.co.uk,False
12164,victoriasmoon.co.uk,False
12165,victoriasmoon.uk,False
12166,victoriatayloraccessories.co.uk,False
12167,victorycolours.co.uk,True
12168,victorylondon.co.uk,False
12169,victorysportsuk.co.uk,False
12170,victorystore.co.uk,False
12171,vidavida.co.uk,True
12172,vidrate.co.uk,False
12173,viga.co.uk,False
12174,viggo.co.uk,False
12175,vigoria.co.uk,False
12176,vija-design.co.uk,False
12177,vikingsmane.co.uk,False
12178,vilanz.co.uk,False
12179,vildnis.co.uk,True
12180,villagecakelady.co.uk,False
12181,villagecandle.co.uk,False
12182,villagefabrics.co.uk,False
12183,villaroad.co.uk,False
12184,villeetcampagne.co.uk,False
12185,vimaro.co.uk,False
12186,vinaloca.co.uk,False
12187,vintage-electrical.co.uk,False
12188,rcworlduk.co.uk,False
12189,read-the-label.co.uk,False
12190,readerly.co.uk,False
12191,reading123.co.uk,False
12192,readmymind.co.uk,False
12193,readwraprecycle.co.uk,False
12194,realbargain.co.uk,False
12195,realedinburgh.co.uk,False
12196,realfoodco.co.uk,False
12197,realisticshad.co.uk,True
12198,reallywellmade.co.uk,True
12199,realnappylife.co.uk,False
12200,realworkers.co.uk,False
12201,realworldstore.co.uk,False
12202,reaperstore.co.uk,False
12203,rebeccaharrisdesigns.co.uk,False
12204,rebeccassweetcones.co.uk,False
12205,rebel-beauty.co.uk,False
12206,rebelempire.co.uk,False
12207,rebelfudge.co.uk,False
12208,rebelshave.co.uk,False
12209,rebelwines.co.uk,False
12210,reboot-store.co.uk,False
12211,rebotech.co.uk,False
12212,recbd.co.uk,True
12213,reclaimedbrickcompany.co.uk,False
12214,reclinerchairsandbeds.co.uk,False
12215,recommendedvapesupplies.co.uk,False
12216,reconnectionskincare.co.uk,False
12217,recordrevivals.co.uk,False
12218,recoverfit.co.uk,False
12219,recoverystuff.co.uk,False
12220,red-soles.co.uk,False
12221,red-topaz.uk,False
12222,redappleaudio.co.uk,True
12223,redbearleather.co.uk,False
12224,redber.co.uk,True
12225,redberryapple.co.uk,True
12226,redefine-clothing.co.uk,False
12227,redeyeclothing.uk,False
12228,redeyeheadshop.co.uk,False
12229,redfoxcycling.co.uk,False
12230,redhandgang.co.uk,False
12231,redhotprizes.co.uk,False
12232,redhotvaping.co.uk,True
12233,redhouserecords.co.uk,False
12234,redliner.co.uk,False
12235,redlionride.org.uk,False
12236,redmillsstore.co.uk,False
12237,redog.uk,False
12238,redpoll-beef.co.uk,False
12239,redrags.co.uk,False
12240,redrockstudio.co.uk,False
12241,redsquarerussian.co.uk,False
12242,redsquirrelcoffee.co.uk,False
12243,redwoodinnovations.co.uk,False
12244,refclothing.co.uk,False
12245,refinedapparel.co.uk,True
12246,refinednutrition.co.uk,False
12247,reflectcarcare.co.uk,False
12248,reflectionslisburn.co.uk,False
12249,reflexprintstore.co.uk,False
12250,reflexpro.co.uk,False
12251,reforestuk.co.uk,False
12252,reformsport.co.uk,True
12253,refreshshop.co.uk,False
12254,refreshskincare.co.uk,False
12255,refreshstore.co.uk,False
12256,refsworlduk.co.uk,False
12257,refugeldn.co.uk,False
12258,refurbur.co.uk,True
12259,refusetoconformclothing.co.uk,False
12260,regalcoffee.co.uk,False
12261,regalhomegoodsco.co.uk,False
12262,regalpaw.co.uk,False
12263,reganinteriors.co.uk,False
12264,regency-gifts.co.uk,False
12265,regeneratecbd.co.uk,False
12266,regenttailoring.co.uk,False
12267,regimastore.co.uk,True
12268,regrowhairproducts.co.uk,False
12269,rehmania.co.uk,False
12270,reigningcatanddog.co.uk,False
12271,reignswim.co.uk,False
12272,reinagrill.co.uk,False
12273,rejuvenationwater.co.uk,True
12274,roballs.co.uk,False
12275,robinspkg.co.uk,False
12276,rolaxer.co.uk,False
12277,rollcobrand.co.uk,False
12278,rollersnakes.co.uk,True
12279,rollinghomegifts.co.uk,False
12280,rollplayshop.co.uk,False
12281,rolltack.co.uk,False
12282,romanticrebel.co.uk,False
12283,romilt.uk,False
12284,romold.co.uk,False
12285,rompsun.co.uk,False
12286,romyartsgfx.co.uk,False
12287,rongland.co.uk,False
12288,roningifts.co.uk,False
12289,rooba.co.uk,False
12290,roodyoriginals.co.uk,False
12291,roofingandsalvagedepot.co.uk,False
12292,roofingoutlet.co.uk,True
12293,roofrack.co.uk,False
12294,rookperfumes.co.uk,False
12295,rookrecords.co.uk,False
12296,room24.co.uk,False
12297,room356.co.uk,False
12298,roomantics.co.uk,False
12299,roosbeach.co.uk,False
12300,roosonline.co.uk,False
12301,root-to-market.co.uk,False
12302,root2tip.co.uk,False
12303,rosebudcasson.co.uk,False
12304,rosecottagedrinks.co.uk,False
12305,roselliebows.co.uk,True
12306,rosieleatea.co.uk,True
12307,rosiemeringue.co.uk,False
12308,rosiescloset.uk,False
12309,rosiesflorist.co.uk,False
12310,rosscycles.co.uk,False
12311,rossinails.co.uk,False
12312,rossrino.co.uk,False
12313,rosygraphicdesign.co.uk,False
12314,rosyposypetals.co.uk,False
12315,rotaro.co.uk,False
12316,rotaruperfume.co.uk,False
12317,rotashop.co.uk,False
12318,rotax.co.uk,False
12319,roubah.co.uk,False
12320,rougholdglass.co.uk,False
12321,rouletteclothing.co.uk,True
12322,roverskit.co.uk,False
12323,rowbetter.co.uk,False
12324,rowcrofthospiceretail.org.uk,False
12325,rowdybags.co.uk,False
12326,rowlandearthing.co.uk,False
12327,roxiecosmetics.co.uk,False
12328,roxiesweetheart.co.uk,False
12329,roxtons.co.uk,True
12330,roxwellpress.co.uk,False
12331,royal-beds.co.uk,False
12332,royalangliandirect.co.uk,False
12333,royalapparel.co.uk,False
12334,royalcouncil.uk,False
12335,royalcraft.co.uk,False
12336,royalculture.co.uk,False
12337,royalecomfort.co.uk,False
12338,royalkids.co.uk,False
12339,royallions.co.uk,False
12340,royalmask.co.uk,False
12341,royalmelts.co.uk,False
12342,royalsonly.co.uk,False
12343,royalspas.co.uk,False
12344,royalvapes.co.uk,False
12345,royani.co.uk,False
12346,wiki-lashes.co.uk,False
12347,wild-and-woven.co.uk,False
12348,wild-iris.co.uk,False
12349,wildandrust.co.uk,False
12350,wildandwoven.co.uk,False
12351,wildchildlondon.co.uk,False
12352,wildearthbeauty.co.uk,True
12353,wildescheese.co.uk,True
12354,wildfigandco.co.uk,False
12355,wildfloweremporium.co.uk,False
12356,wildflowerfarmer.co.uk,False
12357,wildfordogs.co.uk,False
12358,wildgamemeat.co.uk,False
12359,wildgrains.co.uk,False
12360,wildhorsebrewing.co.uk,False
12361,wildinside.co.uk,False
12362,wildknightdistillery.co.uk,False
12363,wildlikeher.co.uk,False
12364,wildmeat.co.uk,True
12365,wildnatureuk.co.uk,True
12366,wildorigin.co.uk,False
12367,wildpaperflorist.co.uk,False
12368,wildplanetaromatherapy.co.uk,False
12369,wildrebelwomen.co.uk,False
12370,wildroseclothing.co.uk,False
12371,wildroseflowercompany.co.uk,False
12372,wildscents.co.uk,False
12373,wildseco.co.uk,False
12374,wildsoulsofficial.co.uk,False
12375,wildsource.co.uk,False
12376,wildthingsflowers.co.uk,True
12377,wildthought.co.uk,False
12378,wildwelshmeat.co.uk,False
12379,wildwineschool.co.uk,False
12380,wildwomenteaclub.co.uk,False
12381,williamalexander.co.uk,False
12382,williamandedwards.co.uk,True
12383,williamhunt.co.uk,True
12384,williamreidwatches.co.uk,False
12385,williamwoodmirrors.co.uk,False
12386,williesicehockeyemporium.co.uk,False
12387,willisjudd.co.uk,False
12388,willisvapez.co.uk,False
12389,willone.co.uk,False
12390,willowandfinn.co.uk,False
12391,willowandhoney.co.uk,False
12392,willowandhusk.co.uk,False
12393,willowandwildbox.co.uk,False
12394,willowandwolfboutique.co.uk,False
12395,willowbay.co.uk,False
12396,willowidcardshop.co.uk,False
12397,willowoflondon.co.uk,False
12398,willowprinting.co.uk,False
12399,willowscent.co.uk,False
12400,willowsearth.co.uk,False
12401,willyworms.co.uk,True
12402,wilsonspetfood.co.uk,False
12403,wilsonstoys.co.uk,True
12404,wiltonlondon.co.uk,False
12405,wiltshirefamilyhistorian.co.uk,False
12406,wiltshiretea.co.uk,False
12407,wilyfox.co.uk,False
12408,wimperis.co.uk,False
12409,wimsy.co.uk,False
12410,winchesterdistillery.co.uk,True
12411,windee.co.uk,False
12412,windkatcowls.co.uk,False
12413,windowcleaningwarehouse.co.uk,True
12414,windowhangups.co.uk,True
12415,wine-boutique.co.uk,False
12416,wineandtruffle.co.uk,True
12417,winedealsdirect.co.uk,False
12418,winefreedom.co.uk,False
12419,winepost.co.uk,False
12420,wines-and-spirits.co.uk,False
12421,winesave.co.uk,False
12422,winestorageuk.co.uk,False
12423,winevalue.co.uk,False
12424,wingback.co.uk,True
12425,winkleighcider.co.uk,False
12426,winnienelliejessie.co.uk,True
12427,winningmoves.co.uk,False
12428,winningworks.co.uk,False
12429,winterbottoms-schoolwear.co.uk,False
12430,winterroes.co.uk,False
12431,wintersmoon.co.uk,False
12432,winwink.co.uk,False
12433,winzor.co.uk,False
12434,wirefittings.co.uk,True
12435,wireless-earphonestoday.co.uk,False
12436,wirelessgadgets.co.uk,False
12437,wirelesshomes.co.uk,False
12438,wirralone.co.uk,False
12439,wiselike.co.uk,False
12440,wisepick.co.uk,False
12441,wishboxusa.co.uk,False
12442,wishgem.co.uk,False
12443,wishspot.co.uk,False
12444,wishstrings.co.uk,False
12445,wishstringswholesale.co.uk,False
12446,wisplash.co.uk,False
12447,wispywinks.co.uk,False
12448,witchandwatchman.co.uk,False
12449,witchbox.co.uk,False
12450,withecombes.co.uk,False
12451,wizardfix.co.uk,False
12452,wizardprinters.co.uk,False
12453,wizzbits.co.uk,False
12454,wjmedicalservices.co.uk,False
12455,wjmtech.co.uk,False
12456,wmltech.co.uk,False
12457,wmsc.co.uk,False
12458,wobblebox.co.uk,False
12459,wolffepack.co.uk,False
12460,yellabrickroad.co.uk,False
12461,yellowbees.co.uk,False
12462,yellowcross.co.uk,False
12463,yellowmagpie.co.uk,False
12464,yellowmountain.co.uk,False
12465,yellowoffice.co.uk,False
12466,yellowyeti.co.uk,False
12467,yeomanscarart.co.uk,True
12468,yeomansflowers.co.uk,False
12469,yepss.co.uk,False
12470,yes-store.co.uk,False
12471,yesmyshop.co.uk,False
12472,yesterdaysgirl.co.uk,False
12473,yetifreeze.co.uk,False
12474,yetivape.co.uk,False
12475,yewear.co.uk,False
12476,yewmewe.co.uk,False
12477,yewtreebarn.co.uk,False
12478,yfsshop.co.uk,False
12479,ygclo.co.uk,False
12480,yhim.co.uk,True
12481,yhuk.uk,False
12482,yinoryang.co.uk,False
12483,ymaichi.co.uk,False
12484,ymebest.co.uk,False
12485,ynds.co.uk,False
12486,ynotbuy.co.uk,False
12487,yoganutrition.co.uk,False
12488,yogapants4u.co.uk,False
12489,yogasu.co.uk,False
12490,yogaswinguk.co.uk,False
12491,yogida.co.uk,False
12492,yoginidevi.co.uk,False
12493,yoiscissors.co.uk,False
12494,yolke.co.uk,True
12495,yoohoo.org.uk,False
12496,yorkmodular.co.uk,False
12497,yorkshireclobberandthreads.co.uk,False
12498,yorkshirehandmadepies.co.uk,False
12499,yorkshiretimber.co.uk,False
12500,cu-kids.co.uk,True
12501,cupcakebouquetbox.co.uk,False
12502,cupcakecoutureshop.co.uk,False
12503,cupidandbow.co.uk,False
12504,cupidbox.co.uk,False
12505,cupsprinted.co.uk,False
12506,cuqoo.co.uk,False
12507,curatedliving.co.uk,True
12508,curedbynature.co.uk,False
12509,curiology.uk,False
12510,curionoir.co.uk,False
12511,curiouscoffee.co.uk,False
12512,curiousemporium.co.uk,False
12513,curiousmakers.co.uk,False
12514,curiousminds.co.uk,False
12515,curiscope.co.uk,False
12516,curleebox.co.uk,False
12517,curlflo.co.uk,False
12518,curlx.co.uk,False
12519,curlyandwild.co.uk,True
12520,curlymangogifts.co.uk,False
12521,curlyvisionhair.co.uk,True
12522,currencylondon.co.uk,False
12523,cursedchildstore.co.uk,False
12524,curtainringclips.co.uk,False
12525,curtainsmadeforfree.co.uk,True
12526,curve-clothing.co.uk,False
12527,curveddoorstore.co.uk,False
12528,curvez.co.uk,False
12529,cusheen.co.uk,False
12530,cushions.co.uk,True
12531,cushoo.co.uk,False
12532,custom-converse.co.uk,True
12533,custom-neon-sign.co.uk,True
12534,customcameron.co.uk,False
12535,customcontrollersuk.co.uk,True
12536,customconversions.co.uk,False
12537,customdank.co.uk,False
12538,customfronts.co.uk,False
12539,customkids.co.uk,False
12540,customod.co.uk,False
12541,custompaintingkit.co.uk,False
12542,custompetcollars.co.uk,False
12543,customphotosocks.co.uk,False
12544,customsolutionsuk.uk,False
12545,customtshirt.co.uk,False
12546,cutakey.co.uk,False
12547,cutbybeam.co.uk,False
12548,cutelife.co.uk,False
12549,cutgolf.co.uk,False
12550,cutieloot.co.uk,False
12551,cutitoutwallstickers.co.uk,False
12552,cutsiebobbs.co.uk,False
12553,cuttingimage.co.uk,False
12554,cuttlebrookkoifarm.co.uk,False
12555,cwsellors.co.uk,True
12556,cwsellorsjewellery.co.uk,False
12557,cwtchycwtchy.co.uk,False
12558,cxyjewels.co.uk,False
12559,niaballerina.co.uk,False
12560,niangstippythai.co.uk,False
12561,niawigs.co.uk,False
12562,nibbleandnosh.co.uk,False
12563,niceandsweet.co.uk,False
12564,nicoll-industries.co.uk,True
12565,nikki-szabo.co.uk,False
12566,nikkistrange.co.uk,False
12567,nikobchocolates.co.uk,False
12568,nilarubia.co.uk,False
12569,nimanoma.co.uk,False
12570,nimbusbeds.co.uk,False
12571,nimcosmetics.co.uk,False
12572,nina-b.co.uk,False
12573,ninanou.co.uk,False
12574,nine-and-quarter.co.uk,False
12575,ninefit.uk,False
12576,ninelife.uk,False
12577,ninjapc.co.uk,False
12578,ninostraws.co.uk,False
12579,niostyles.co.uk,False
12580,nipperandco.co.uk,False
12581,nipperclippers.co.uk,True
12582,nipperclippers.uk,False
12583,nirvana-nail-supplies.co.uk,False
12584,nirvanachocolat.co.uk,False
12585,nisakaclothing.co.uk,False
12586,nisis.co.uk,False
12587,nivera.co.uk,False
12588,nixplay.co.uk,False
12589,nixplaysignage.co.uk,False
12590,nizzcosmetics.co.uk,False
12591,nkkz.co.uk,False
12592,nldcc.co.uk,False
12593,no-fixedabode.co.uk,True
12594,notedfashion.co.uk,False
12595,noteshop.co.uk,True
12596,nothingventuredvinyl.co.uk,False
12597,notjustclothing.co.uk,False
12598,notjustprotein.co.uk,False
12599,notouchtool.co.uk,False
12600,notrefleur.co.uk,False
12601,notsofast.co.uk,False
12602,nottinghillfishshop.co.uk,False
12603,nougatlondonbeauty.co.uk,False
12604,nourah.co.uk,False
12605,nouveaujewellers.co.uk,False
12606,novababy.co.uk,False
12607,novaclothing.co.uk,False
12608,novaequipment.co.uk,False
12609,novalondonclothing.co.uk,False
12610,novaskin.co.uk,False
12611,novasupplies.co.uk,False
12612,novasupply.co.uk,False
12613,novellcoffee.co.uk,False
12614,novellcoffeetrade.co.uk,False
12615,novielolondon.co.uk,False
12616,novotools.co.uk,False
12617,novushair.co.uk,False
